# Capture histories exported from 'OVpossumCH' 
# Sun Feb 03 4:05:25 p.m. 2019 
# Session ID Occasion Detector Sex Ageclass 
51 1593 3 6963 2 2
51 1590 4 6963 2 2
51 1694 1 7269 1 2
51 1459 1 6969 1 2
51 1596 2 6969 1 2
51 9911 3 6969 2 2
51 1626 2 7272 2 2
51 1620 1 6972 2 2
51 1481 1 6669 2 2
51 1614 5 6669 2 2
51 1596 5 6672 1 2
51 1471 1 6675 2 2
51 8541 3 6675 2 2
51 1656 1 6678 1 1
51 1324 2 6678 1 2
51 1649 5 6381 2 2
51 1649 1 6384 2 2
51 1685 2 6384 2 1
51 1324 3 6681 1 2
51 1697 1 6981 2 2
51 1645 3 6981 1 2
51 1609 4 6981 2 2
51 1573 5 6981 2 2
51 1638 1 7281 1 2
51 1609 3 7281 2 2
51 1645 5 7281 1 2
51 1645 1 7278 1 2
51 1463 2 7278 2 2
51 1564 4 7278 1 2
51 1319 5 7278 1 2
51 1564 1 7275 1 2
51 1463 3 7275 2 2
51 1441 1 6975 2 2
51 1318 1 5766 2 2
51 1614 2 5766 2 2
51 1473 3 5766 1 2
51 1614 4 5766 2 2
51 1470 5 5766 2 2
51 1602 1 5769 2 2
51 1218 3 5769 2 2
51 1479 1 5775 1 2
51 1483 3 5775 2 2
51 1479 5 5775 1 2
51 1387 1 5475 1 2
51 1479 2 5475 1 2
51 1296 3 5475 2 2
51 1621 4 5475 1 2
51 1405 1 5472 1 2
51 1296 5 5472 2 2
51 1528 1 5469 2 2
51 1405 2 5469 1 2
51 1602 4 5469 2 2
51 1483 5 5469 2 2
51 1473 1 5466 1 2
51 1483 4 5466 2 2
51 1618 5 5466 2 2
51 1222 2 5166 2 2
51 1618 3 5166 2 2
51 1341 4 5166 2 2
51 1341 5 5166 2 2
51 1413 2 5169 2 2
51 1405 3 5169 1 2
51 1296 1 5175 2 2
51 7508 4 5175 2 1
51 9921 1 4875 1 2
51 1637 3 4875 2 2
51 1383 4 4875 2 2
51 1429 1 4869 2 2
51 1222 1 4866 2 2
51 1429 2 4866 2 2
51 1222 4 4866 2 2
51 1360 1 4863 1 2
51 1303 2 4863 1 2
51 1222 3 4863 2 2
51 1303 5 4863 1 2
51 1278 4 4563 2 2
51 1616 1 4566 1 2
51 1360 3 4566 1 2
51 1476 4 4566 1 2
51 1360 5 4566 1 2
51 1476 1 4569 1 2
51 1616 2 4569 1 2
51 1429 3 4569 2 2
51 1616 3 4572 1 2
51 1397 5 4572 2 2
51 1397 1 4575 2 2
51 8916 3 4575 1 2
51 1553 4 4575 1 2
51 1208 5 4575 1 2
51 1208 2 4578 1 2
51 1525 5 4578 2 2
51 1640 1 4878 1 2
51 1675 2 4878 2 2
51 1553 3 4878 1 2
51 1296 4 4878 2 2
51 1553 5 4878 1 2
51 1675 1 5178 2 2
51 1483 2 5178 2 2
51 1621 1 5478 1 2
51 1296 2 5478 2 2
51 1479 4 5478 1 2
51 1548 5 5478 2 2
51 1477 3 5778 2 2
51 1477 1 6078 2 2
51 1218 1 6075 2 2
51 7726 2 6075 2 2
51 1479 3 6075 1 2
51 1439 4 6072 1 2
51 1630 2 6069 2 2
51 1614 3 6069 2 2
51 1218 4 6069 2 2
51 1614 1 6066 2 2
51 1630 4 6066 2 2
51 1218 5 6066 2 2
51 1555 1 5763 2 2
51 8564 2 5763 1 2
51 1341 3 5163 2 2
51 1303 4 5163 1 2
51 1419 1 4860 2 2
51 1264 2 4860 2 2
51 1589 1 4560 2 2
51 1278 2 4560 2 2
51 1278 3 4560 2 2
51 1278 1 4263 2 2
51 8482 3 4263 1 2
51 8482 4 4263 1 2
51 1589 3 4266 2 2
51 1583 4 4266 1 2
51 1172 1 4269 1 2
51 1484 4 4269 1 2
51 1484 1 4272 1 2
51 1525 1 4275 2 2
51 1640 4 4275 1 2
51 1589 2 4278 2 2
51 8916 1 4881 1 2
51 1553 2 4881 1 2
51 1675 3 4881 2 2
51 9921 4 4881 1 2
51 1383 5 4881 2 2
51 1613 1 4884 1 2
51 8916 4 4884 1 2
51 9921 3 5181 1 2
51 1675 4 5181 2 2
51 1675 5 5181 2 2
51 1686 1 5481 1 1
51 1611 2 5481 1 2
51 1633 3 5481 1 2
51 1686 4 5481 1 1
51 1477 2 5781 2 2
51 1611 4 5781 1 2
51 7726 5 5781 2 2
51 1477 4 6081 2 2
51 1284 5 6081 1 2
51 1443 2 6378 2 2
51 1471 3 6375 2 2
51 1459 3 6372 1 2
51 1538 1 6369 2 2
51 1459 2 6369 1 2
51 1643 4 6369 2 2
51 1630 5 6369 2 2
51 1538 2 6366 2 2
51 1538 3 6366 2 2
51 1470 2 6363 2 2
51 1538 4 6363 2 2
51 1470 1 6360 2 2
51 1497 4 6360 1 2
51 1538 5 6360 2 2
51 1555 2 5760 2 2
51 1618 1 5460 2 2
51 1341 2 5460 2 2
51 1555 4 5460 2 2
51 1264 5 5460 2 2
51 1341 1 5160 2 2
51 1618 2 5160 2 2
51 1418 5 5160 2 2
51 1595 5 4257 1 2
51 1595 4 4557 1 2
51 1264 1 4857 2 2
51 1494 4 5154 2 2
51 1584 5 5154 1 2
51 7724 1 5451 2 2
51 1531 3 5451 1 2
51 1330 1 5151 1 2
51 1530 2 5151 2 2
51 1584 1 4851 1 2
51 1494 2 4851 2 2
51 1483 1 4554 2 2
51 1595 2 4554 1 2
51 1595 3 4554 1 2
51 1489 4 4554 2 2
51 1665 5 4554 2 2
51 1301 1 4854 1 2
51 1665 2 4254 2 2
51 1300 3 4254 1 2
51 1677 4 4254 2 1
51 1425 5 4254 2 2
51 1665 1 4251 2 2
51 1660 2 4251 1 2
51 1665 4 4251 2 2
51 1502 1 3951 1 2
51 8912 2 3951 2 2
51 7941 3 3951 1 2
51 1660 4 3951 1 2
51 1219 2 3954 1 2
51 1295 4 3954 1 2
51 1295 1 3651 1 2
51 1598 2 3651 1 2
51 1502 3 3651 1 2
51 8912 4 3651 2 2
51 1598 5 3651 1 2
51 1502 2 3351 1 2
51 7941 5 3351 1 2
51 8912 1 3051 2 2
51 8912 5 3051 2 2
51 1598 3 3054 1 2
51 7941 1 2754 1 2
51 1456 3 2754 2 2
51 1566 2 3060 1 2
51 1198 4 3060 1 2
51 1295 3 3057 1 2
51 1219 4 3057 1 2
51 1295 2 3354 1 2
51 8912 3 3354 2 2
51 1502 4 3354 1 2
51 1295 5 3354 1 2
51 1598 1 3654 1 2
51 1219 1 3657 1 2
51 1559 2 3657 2 2
51 1559 3 3657 2 2
51 1655 1 3357 2 1
51 8488 2 3357 1 2
51 1219 3 3357 1 2
51 1655 4 3357 2 1
51 1580 1 3360 2 2
51 1655 2 3360 2 1
51 1559 5 3360 2 2
51 1361 1 3363 2 2
51 1361 2 3363 2 2
51 1361 3 3363 2 2
51 1361 4 3363 2 2
51 1361 5 3363 2 2
51 1545 2 3660 1 2
51 1453 3 3660 1 2
51 1559 4 3660 2 2
51 1489 1 3960 2 2
51 1580 2 3960 2 2
51 1655 3 3960 2 1
51 1545 4 3960 1 2
51 1559 1 3663 2 2
51 1691 2 3663 2 2
51 1198 3 3663 1 2
51 1198 1 3963 1 2
51 8482 2 3963 1 2
51 1395 1 3666 1 2
51 1172 3 3666 1 2
51 1423 2 3966 1 2
51 1583 1 3969 1 2
51 1146 1 3369 1 2
51 1421 3 3369 2 2
51 1390 3 3069 1 2
51 1331 1 3066 1 2
51 1146 3 3066 1 2
51 1421 4 3066 2 2
51 1421 1 3063 2 2
51 1452 1 3072 2 2
51 1554 1 3075 1 2
51 1223 2 3378 1 2
51 1572 1 3681 2 2
51 1536 3 3681 2 2
51 1572 5 3984 2 2
51 1543 1 4284 1 2
51 1536 2 4284 2 2
51 1469 3 4584 2 2
51 1469 4 4584 2 2
51 1469 1 4581 2 2
51 1536 1 3978 2 2
51 1468 2 3978 1 2
51 1572 4 3978 2 2
51 1287 3 3975 1 2
51 1287 5 3975 1 2
51 1287 1 3675 1 2
51 1491 1 3972 1 2
52 1301 2 5157 1 2
52 1494 3 5157 2 2
52 1621 4 5457 1 2
52 1531 1 5454 1 2
52 1555 2 5454 2 2
52 1494 4 5454 2 2
52 1494 2 5751 2 2
52 1531 4 5751 1 2
52 1635 1 5754 2 2
52 1716 5 5754 1 2
52 1307 2 5757 1 2
52 1635 3 5757 2 2
52 1716 4 5757 1 2
52 1337 5 6057 2 2
52 1599 5 6357 2 2
52 1642 1 6054 1 2
52 1716 3 6054 1 2
52 1605 5 6051 2 2
52 8552 1 6351 1 2
52 1244 5 6351 2 2
52 1309 1 6651 1 2
52 1603 4 6651 2 2
52 1790 5 6651 2 2
52 7712 4 6951 1 2
52 7712 1 7251 1 2
52 1641 3 7251 2 2
52 1475 4 7251 1 2
52 1617 3 7254 2 2
52 1022 4 7254 1 2
52 8458 3 7257 2 2
52 1623 5 7257 2 2
52 8574 2 6954 2 2
52 1692 4 6954 2 2
52 1593 5 6954 2 2
52 1309 4 6654 1 2
52 8552 5 6654 1 2
52 1440 3 7263 2 2
52 1698 4 7263 2 2
52 1541 5 7263 1 2
52 1593 3 6960 2 2
52 1680 1 6657 1 2
52 1309 3 6657 1 2
52 1590 1 6660 2 2
52 1642 5 6660 1 2
52 1532 1 6663 1 2
52 1593 4 6663 2 2
52 1532 4 6963 1 2
52 1505 1 7266 1 2
52 1387 5 7266 1 2
52 1788 1 7269 2 2
52 1564 4 7269 1 2
52 1695 3 6966 2 2
52 1459 4 6966 1 2
52 1593 1 6666 2 2
52 1459 1 6969 1 2
52 1620 2 6969 2 2
52 1620 5 6969 2 2
52 1609 1 7272 2 2
52 9911 2 6972 2 2
52 1596 3 6972 1 2
52 1441 5 6972 2 2
52 1538 1 6669 2 2
52 1538 3 6669 2 2
52 1630 4 6669 2 2
52 1538 5 6669 2 2
52 1441 1 6672 2 2
52 1596 5 6672 1 2
52 1506 2 6675 1 2
52 1443 1 6678 2 2
52 1663 2 6678 1 2
52 1443 5 6678 2 2
52 8541 1 6381 2 2
52 1685 2 6381 2 2
52 1324 3 6381 1 2
52 1443 4 6381 2 2
52 8541 5 6381 2 2
52 1324 1 6384 1 2
52 1324 2 6384 1 2
52 1685 3 6384 2 2
52 1649 5 6384 2 2
52 1649 1 6681 2 2
52 1443 3 6681 2 2
52 1649 4 6681 2 2
52 1324 5 6681 1 2
52 8681 1 6981 2 2
52 1699 3 6981 2 1
52 1663 5 6981 1 2
52 1573 1 7281 2 2
52 1645 2 7281 1 2
52 1609 4 7281 2 2
52 1645 1 7278 1 2
52 1428 4 7278 2 2
52 1645 5 7278 1 2
52 1573 4 6978 2 2
52 8681 5 6978 2 2
52 1463 4 7275 2 2
52 1564 1 6975 1 2
52 1319 2 6975 1 2
52 1680 3 5766 1 2
52 1614 4 5766 2 2
52 1614 5 5766 2 2
52 1218 1 5769 2 2
52 1630 3 5769 2 2
52 1218 4 5769 2 2
52 1602 5 5769 2 2
52 1218 3 5775 2 2
52 1479 4 5775 1 2
52 1625 1 5475 1 2
52 1479 2 5475 1 2
52 1218 2 5472 2 2
52 1602 3 5472 2 2
52 1619 4 5472 2 2
52 1618 1 5469 2 2
52 1711 2 5469 2 1
52 1473 3 5469 1 2
52 1318 4 5469 2 2
52 1473 1 5466 1 2
52 1318 2 5466 2 2
52 1341 2 5166 2 2
52 1618 4 5166 2 2
52 1528 5 5166 2 2
52 1528 1 5169 2 2
52 1413 3 5169 2 2
52 7508 1 5172 2 2
52 8916 3 5172 1 2
52 1413 4 5172 2 2
52 1621 5 5175 1 2
52 1637 1 4875 2 2
52 1553 3 4875 1 2
52 1572 1 4872 2 2
52 1429 3 4872 2 2
52 1476 4 4872 1 2
52 1476 1 4869 1 2
52 1528 3 4869 2 2
52 1711 4 4869 2 1
52 1405 1 4866 1 2
52 1429 5 4866 2 2
52 1264 1 4863 2 2
52 1618 3 4863 2 2
52 1619 1 4566 2 2
52 1589 3 4566 2 2
52 8482 4 4566 1 2
52 1476 3 4569 1 2
52 1429 4 4569 2 2
52 1637 5 4572 2 2
52 1553 2 4575 1 2
52 1640 5 4575 1 2
52 1640 2 4578 1 2
52 1640 3 4578 1 2
52 1553 4 4578 1 2
52 1208 5 4578 1 2
52 1383 3 4878 2 2
52 9921 5 4878 1 2
52 1383 1 5178 2 2
52 9921 2 5178 1 2
52 1625 3 5178 1 2
52 9921 1 5478 1 2
52 1686 4 5478 1 2
52 1625 5 5478 1 2
52 1686 5 5778 1 2
52 7726 1 6078 2 2
52 1439 3 6078 1 2
52 1479 3 6075 1 2
52 1643 4 6075 2 2
52 1218 5 6075 2 2
52 1439 1 6072 1 2
52 1643 3 6072 2 2
52 1614 1 6069 2 2
52 1630 2 6069 2 2
52 1481 3 6069 2 2
52 1479 5 6069 1 2
52 1630 1 6066 2 2
52 1470 2 6066 2 2
52 1470 1 6063 2 2
52 1614 2 6063 2 2
52 1614 3 6063 2 2
52 1590 4 6063 2 2
52 1470 4 5763 2 2
52 1555 5 5463 2 2
52 1555 1 5163 2 2
52 1473 2 5163 1 2
52 1473 4 5163 1 2
52 1473 5 5163 1 2
52 1278 2 4860 2 2
52 1567 1 4560 2 2
52 1278 4 4560 2 2
52 1264 5 4560 2 2
52 1300 1 4263 1 2
52 8482 3 4263 1 2
52 1589 4 4263 2 2
52 1172 3 4266 1 2
52 1495 4 4266 2 2
52 1583 3 4269 1 2
52 1572 2 4272 2 2
52 1484 3 4272 1 2
52 1471 4 4272 2 2
52 1468 5 4272 1 2
52 1572 3 4275 2 2
52 1703 4 4275 2 1
52 1572 5 4275 2 2
52 1553 1 4881 1 2
52 1383 4 4881 2 2
52 1553 5 4881 1 2
52 7508 2 4884 2 2
52 1397 3 4884 2 2
52 9921 4 4884 1 2
52 1633 1 5181 1 2
52 1497 3 5181 1 2
52 1633 5 5181 1 2
52 1686 1 5481 1 2
52 7508 3 5481 2 2
52 1633 4 5481 1 2
52 1531 3 5781 1 2
52 7508 4 5781 2 2
52 1284 2 6081 1 2
52 1284 4 6081 1 2
52 1284 5 6081 1 2
52 1506 1 6378 1 2
52 8541 3 6378 2 2
52 1506 5 6378 1 2
52 1643 1 6375 2 2
52 1439 4 6372 1 2
52 1318 1 6369 2 2
52 1538 2 6369 2 2
52 1470 3 6366 2 2
52 1538 4 6366 2 2
52 8574 1 6363 2 2
52 1306 3 6363 2 2
52 1470 5 6363 2 2
52 1603 1 6360 2 2
52 1590 3 6360 2 2
52 1621 1 5760 1 2
52 8564 1 5460 1 2
52 1618 2 5460 2 2
52 1555 3 5460 2 2
52 1223 1 5160 1 2
52 8564 3 5160 1 2
52 1555 4 5160 2 2
52 1728 5 5160 2 1
52 1595 2 4257 1 2
52 1704 4 4257 1 2
52 1489 5 4257 2 2
52 1489 1 4557 2 2
52 1677 2 4557 2 2
52 1278 3 4557 2 2
52 1264 3 4857 2 2
52 1301 1 5154 1 2
52 1567 2 5154 2 2
52 1330 1 5451 1 2
52 1689 3 5451 1 1
52 1689 5 5451 1 1
52 7724 1 5151 2 2
52 1689 2 5151 1 1
52 1530 3 5151 2 2
52 1418 4 5151 2 2
52 1567 3 4851 2 2
52 1584 4 4851 1 2
52 1589 1 4551 2 2
52 1566 2 4551 1 2
52 1530 5 4551 2 2
52 1583 1 4554 1 2
52 1489 3 4554 2 2
52 1567 4 4554 2 2
52 1418 2 4854 2 2
52 1418 5 4854 2 2
52 1665 1 4254 2 2
52 1589 2 4254 2 2
52 1580 3 4254 2 2
52 1595 4 4254 1 2
52 1545 1 4251 1 2
52 1665 3 4251 2 2
52 1219 4 4251 1 2
52 1295 5 4251 1 2
52 1502 1 3951 1 2
52 1598 2 3951 1 2
52 1598 4 3951 1 2
52 7941 5 3951 1 2
52 1295 1 3954 1 2
52 1598 3 3954 1 2
52 1665 4 3954 2 2
52 1704 5 3954 1 2
52 1598 1 3651 1 2
52 1502 2 3651 1 2
52 8912 3 3651 2 2
52 8912 4 3651 2 2
52 8912 5 3651 2 2
52 8912 1 3351 2 2
52 8912 2 3351 2 2
52 1665 5 3351 2 2
52 1636 4 3051 1 2
52 1502 5 3051 1 2
52 7639 4 2754 1 2
52 1421 5 2757 2 2
52 1696 4 3060 2 1
52 1453 5 3060 1 2
52 1146 4 3057 1 2
52 1452 1 3354 2 2
52 1295 4 3354 1 2
52 1295 3 3654 1 2
52 1598 5 3654 1 2
52 1423 1 3657 1 2
52 1219 3 3657 1 2
52 8488 4 3657 1 2
52 1219 5 3657 1 2
52 1453 1 3357 1 2
52 1219 2 3357 1 2
52 1696 3 3357 2 1
52 1390 1 3360 1 2
52 1696 2 3360 2 1
52 1701 3 3360 2 1
52 1453 4 3360 1 2
52 1507 5 3360 2 2
52 1691 1 3363 2 2
52 1691 2 3363 2 2
52 1691 3 3363 2 2
52 1691 5 3363 2 2
52 1453 2 3660 1 2
52 1390 4 3660 1 2
52 1580 5 3660 2 2
52 1545 3 3960 1 2
52 1677 4 3960 2 2
52 1707 5 3960 2 1
52 1580 1 3663 2 2
52 1390 3 3663 1 2
52 1545 5 3663 1 2
52 8482 1 3963 1 2
52 1423 2 3963 1 2
52 1198 3 3963 1 2
52 1198 1 3666 1 2
52 1710 5 3666 2 1
52 1495 1 3966 2 2
52 1172 4 3966 1 2
52 1172 5 3966 1 2
52 1287 1 3969 1 2
52 1423 3 3969 1 2
52 1589 5 3969 2 2
52 1395 1 3669 1 2
52 1495 3 3669 2 2
52 1471 5 3669 2 2
52 1146 1 3369 1 2
52 1488 3 3369 1 2
52 1423 5 3369 1 2
52 1488 1 3372 1 2
52 1423 4 3372 1 2
52 1488 5 3372 1 2
52 1421 1 3069 2 2
52 1287 4 3069 1 2
52 1331 1 3066 1 2
52 1594 4 3066 2 2
52 1701 5 3066 2 1
52 1413 1 3063 2 2
52 1452 2 3072 2 2
52 1554 5 3072 1 2
52 1554 1 3075 1 2
52 1452 4 3075 2 2
52 1287 5 3075 1 2
52 1536 1 3378 2 2
52 1507 3 3681 2 2
52 1560 5 3681 1 2
52 1543 4 3984 1 2
52 1543 1 3981 1 2
52 1536 4 3981 2 2
52 1543 5 3981 1 2
52 1469 2 4284 2 2
52 1397 4 4284 2 2
52 1397 1 4584 2 2
52 1469 3 4584 2 2
52 1409 4 4584 1 2
52 1397 5 4584 2 2
52 1469 4 4581 2 2
52 1469 1 4281 2 2
52 1525 3 4281 2 2
52 1469 5 4281 2 2
52 1624 1 3978 1 2
52 1468 2 3978 1 2
52 1572 4 3978 2 2
52 1624 5 3978 1 2
52 1468 1 3975 1 2
52 1525 4 3975 2 2
52 1507 1 3672 2 2
52 1287 2 3672 1 2
52 1491 4 3972 1 2
52 1484 5 3972 1 2
53 1584 1 5157 1 2
53 1530 2 5157 2 2
53 1494 1 5457 2 2
53 1531 2 5457 1 2
53 1531 3 5457 1 2
53 1584 4 5457 1 2
53 1584 3 5454 1 2
53 1511 4 5454 2 2
53 1531 5 5751 1 2
53 1531 1 5754 1 2
53 1244 3 5754 2 2
53 1716 4 5754 1 2
53 1307 1 5757 1 2
53 1494 3 5757 2 2
53 8427 1 6057 1 2
53 1599 2 6357 2 2
53 1309 5 6357 1 2
53 1599 1 6354 2 2
53 1261 2 6354 1 2
53 1337 2 6054 2 2
53 1599 3 6054 2 2
53 1244 4 6051 2 2
53 1642 5 6051 1 2
53 1642 1 6351 1 2
53 7712 2 6351 1 2
53 1309 1 6651 1 2
53 1309 3 6651 1 2
53 7712 4 6651 1 2
53 1022 2 6951 1 2
53 1605 4 6951 2 2
53 1605 1 7251 2 2
53 1735 4 7251 2 1
53 1503 4 7257 1 2
53 8552 2 6654 1 2
53 1603 4 6654 2 2
53 8552 5 6654 1 2
53 1603 2 6957 2 2
53 7700 3 7260 2 2
53 1532 4 7260 1 2
53 8458 2 7263 2 2
53 1590 2 6960 2 2
53 1702 1 6657 2 2
53 1603 3 6657 2 2
53 1593 3 6660 2 2
53 1603 5 6660 2 2
53 1593 1 6663 2 2
53 1306 2 6663 2 2
53 1541 4 6663 1 2
53 1590 1 6963 2 2
53 1661 2 6963 2 2
53 1698 3 6963 2 2
53 1593 4 6963 2 2
53 1626 2 7266 2 2
53 1705 1 7269 1 2
53 1626 3 7269 2 2
53 7700 5 7269 2 2
53 1459 2 6966 1 2
53 1698 5 6966 2 2
53 1532 1 6666 1 2
53 1459 3 6666 1 2
53 1463 1 7272 2 2
53 1564 2 7272 1 2
53 1596 1 6972 1 2
53 1463 3 6972 2 2
53 1614 4 6972 2 2
53 1629 3 6669 2 2
53 1459 4 6669 1 2
53 1459 1 6672 1 2
53 1620 2 6672 2 2
53 1596 3 6672 1 2
53 1441 4 6672 2 2
53 9911 5 6672 2 2
53 1441 2 6675 2 2
53 1596 4 6675 1 2
53 1649 1 6678 2 2
53 1573 2 6678 2 2
53 1685 3 6678 2 2
53 1685 4 6678 2 2
53 1324 1 6381 1 2
53 1324 2 6381 1 2
53 1663 4 6381 1 2
53 1685 5 6381 2 2
53 1788 1 6384 2 2
53 1649 4 6384 2 2
53 1649 5 6384 2 2
53 1663 2 6681 1 2
53 1324 3 6681 1 2
53 1324 4 6681 1 2
53 1324 5 6681 1 2
53 1706 3 6981 1 1
53 1319 4 6981 1 2
53 1732 3 7281 2 2
53 1609 4 7281 2 2
53 1645 1 7278 1 2
53 1609 2 7278 2 2
53 1463 4 7278 2 2
53 1645 5 7278 1 2
53 1463 2 6978 2 2
53 1319 3 6978 1 2
53 8681 4 6978 2 2
53 1564 1 7275 1 2
53 1645 2 7275 1 2
53 1564 4 7275 1 2
53 9911 2 6975 2 2
53 9911 4 6975 2 2
53 1473 1 5766 1 2
53 1473 3 5766 1 2
53 1621 1 5769 1 2
53 1479 2 5769 1 2
53 1318 3 5769 2 2
53 1218 4 5769 2 2
53 8916 5 5769 1 2
53 1479 3 5772 1 2
53 1387 1 5475 1 2
53 1621 2 5475 1 2
53 1479 4 5475 1 2
53 1602 2 5472 2 2
53 1630 1 5469 2 2
53 1528 3 5469 2 2
53 1618 3 5466 2 2
53 1264 1 5166 2 2
53 1341 2 5166 2 2
53 1341 1 5169 2 2
53 1528 2 5169 2 2
53 1711 3 5169 2 1
53 1383 5 5169 2 2
53 1528 1 5172 2 2
53 1497 1 5175 1 2
53 7508 4 5175 2 2
53 1553 1 4875 1 2
53 9921 2 4875 1 2
53 1429 3 4872 2 2
53 1413 5 4872 2 2
53 1413 1 4869 2 2
53 1429 2 4869 2 2
53 1711 4 4869 2 1
53 1476 2 4866 1 2
53 1341 3 4866 2 2
53 1264 4 4863 2 2
53 8482 2 4563 1 2
53 8482 1 4566 1 2
53 1476 1 4569 1 2
53 8916 2 4569 1 2
53 1172 4 4569 1 2
53 1208 1 4572 1 2
53 8916 3 4572 1 2
53 1476 4 4572 1 2
53 1397 1 4575 2 2
53 1553 2 4575 1 2
53 1640 3 4575 1 2
53 1637 4 4575 2 2
53 1208 5 4575 1 2
53 1208 3 4578 1 2
53 1553 4 4578 1 2
53 1383 3 4878 2 2
53 9921 4 4878 1 2
53 1383 1 5178 2 2
53 1383 2 5178 2 2
53 7508 3 5178 2 2
53 7508 1 5478 2 2
53 1625 2 5478 1 2
53 1686 1 5778 1 2
53 8916 1 6078 1 2
53 1439 2 6078 1 2
53 1284 4 6078 1 2
53 1218 1 6075 2 2
53 1643 2 6075 2 2
53 1643 1 6072 2 2
53 1218 2 6072 2 2
53 1517 3 6072 2 2
53 1481 4 6072 2 2
53 1538 2 6069 2 2
53 1614 3 6069 2 2
53 1538 5 6066 2 2
53 1614 2 6063 2 2
53 1590 4 6063 2 2
53 1635 1 5763 2 2
53 1555 3 5763 2 2
53 1419 1 5463 2 2
53 1635 2 5463 2 2
53 1531 4 5463 1 2
53 1728 5 5463 2 1
53 1555 2 5163 2 2
53 1341 4 5163 2 2
53 1595 2 4860 1 2
53 1278 4 4860 2 2
53 1264 5 4860 2 2
53 8482 3 4260 1 2
53 1278 1 4263 2 2
53 1677 2 4263 2 2
53 1413 3 4263 2 2
53 1583 4 4263 1 2
53 1495 5 4263 2 2
53 1471 1 4269 2 2
53 1525 1 4272 2 2
53 1484 3 4272 1 2
53 1468 4 4272 1 2
53 1572 1 4275 2 2
53 1525 2 4278 2 2
53 1637 1 5181 2 2
53 7508 2 5181 2 2
53 1633 4 5181 1 2
53 1497 5 5181 1 2
53 1633 1 5481 1 2
53 1686 2 5481 1 2
53 1443 3 5481 2 2
53 1649 3 5781 2 2
53 1443 4 5781 2 2
53 1443 1 6081 2 2
53 1649 2 6081 2 2
53 1506 1 6378 1 2
53 1218 3 6375 2 2
53 1439 4 6375 1 2
53 1218 5 6375 2 2
53 1439 3 6372 1 2
53 1538 1 6369 2 2
53 1538 3 6369 2 2
53 1470 1 6366 2 2
53 1593 2 6366 2 2
53 1538 4 6366 2 2
53 1318 1 6363 2 2
53 1470 3 6363 2 2
53 1590 3 6360 2 2
53 1309 4 6360 1 2
53 1599 4 6060 2 2
53 1244 1 5760 2 2
53 1494 2 5760 2 2
53 1337 3 5760 2 2
53 1555 4 5760 2 2
53 1419 3 5160 2 2
53 1494 4 5160 2 2
53 1677 1 4257 2 2
53 1704 4 4257 1 2
53 1418 4 4857 2 2
53 1511 2 5451 2 2
53 1330 4 4851 1 2
53 1530 1 4551 2 2
53 7724 2 4551 2 2
53 1689 5 4551 1 1
53 1689 2 4554 1 1
53 7724 4 4554 2 2
53 1418 2 4854 2 2
53 1683 4 4854 1 2
53 1330 1 4254 1 2
53 1598 2 4254 1 2
53 1489 5 4254 2 2
53 8912 1 4251 2 2
53 1330 3 4251 1 2
53 1689 4 4251 1 1
53 1598 1 3951 1 2
53 1660 2 3951 1 2
53 1689 3 3951 1 1
53 1598 4 3951 1 2
53 1598 3 3954 1 2
53 8912 4 3954 2 2
53 8912 5 3954 2 2
53 1502 1 3651 1 2
53 8912 2 3651 2 2
53 1502 3 3651 1 2
53 1502 4 3651 1 2
53 1636 1 3351 1 2
53 1691 2 3351 2 2
53 8912 3 3351 2 2
53 1530 4 3351 2 2
53 1511 1 3051 2 2
53 8548 2 3051 1 2
53 1530 5 3051 2 2
53 1295 3 3054 1 2
53 1691 1 2754 2 2
53 1530 3 2754 2 2
53 7639 4 2754 1 2
53 1295 2 3057 1 2
53 1665 3 3354 2 2
53 1598 5 3354 1 2
53 1295 1 3654 1 2
53 1665 2 3654 2 2
53 1665 4 3654 2 2
53 8488 1 3657 1 2
53 1489 3 3657 2 2
53 1665 1 3957 2 2
53 8488 4 3957 1 2
53 1219 1 3357 1 2
53 1545 2 3357 1 2
53 1219 3 3357 1 2
53 1219 4 3357 1 2
53 1696 1 3360 2 1
53 1580 4 3360 2 2
53 1453 5 3360 1 2
53 1701 5 3363 2 1
53 1580 1 3660 2 2
53 1453 2 3660 1 2
53 1580 3 3660 2 2
53 1545 4 3660 1 2
53 1696 5 3660 2 1
53 1300 1 3960 1 2
53 1390 2 3960 1 2
53 1278 3 3960 2 2
53 1489 4 3960 2 2
53 1390 1 3663 1 2
53 1580 2 3663 2 2
53 1701 3 3663 2 1
53 1390 4 3663 1 2
53 1390 5 3663 1 2
53 1198 1 3963 1 2
53 1589 2 3963 2 2
53 1471 3 3963 2 2
53 8482 4 3963 1 2
53 1395 1 3666 1 2
53 1701 2 3666 2 1
53 1198 3 3666 1 2
53 1198 5 3666 1 2
53 1589 1 3966 2 2
53 1471 2 3966 2 2
53 1495 3 3966 2 2
53 1589 4 3966 2 2
53 1583 1 3969 1 2
53 1495 2 3969 2 2
53 1589 3 3969 2 2
53 1423 4 3669 1 2
53 1331 4 3366 1 2
53 1146 1 3369 1 2
53 1488 4 3369 1 2
53 1421 1 3372 2 2
53 1488 2 3372 1 2
53 1146 4 3372 1 2
53 1421 2 3069 2 2
53 1423 2 3066 1 2
53 1421 5 3066 2 2
53 1331 1 3063 1 2
53 1701 4 3063 2 1
