"x" "y" "forest"
"694" 2675166.796875 5982503.203125 "beech"
"695" 2675177.578125 5982503.203125 "beech"
"696" 2675188.359375 5982503.203125 "beech"
"697" 2675199.140625 5982503.203125 "beech"
"698" 2675209.921875 5982503.203125 "beech"
"699" 2675220.703125 5982503.203125 "beech"
"700" 2675231.484375 5982503.203125 "beech"
"701" 2675242.265625 5982503.203125 "beech"
"702" 2675253.046875 5982503.203125 "beech"
"703" 2675263.828125 5982503.203125 "beech"
"704" 2675274.609375 5982503.203125 "beech"
"705" 2674595.390625 5982513.984375 "nonbeech"
"706" 2674606.171875 5982513.984375 "nonbeech"
"707" 2674616.953125 5982513.984375 "nonbeech"
"708" 2674627.734375 5982513.984375 "nonbeech"
"709" 2674638.515625 5982513.984375 "nonbeech"
"710" 2674649.296875 5982513.984375 "nonbeech"
"711" 2674660.078125 5982513.984375 "nonbeech"
"712" 2674670.859375 5982513.984375 "nonbeech"
"713" 2674681.640625 5982513.984375 "nonbeech"
"717" 2674724.765625 5982513.984375 "nonbeech"
"718" 2674735.546875 5982513.984375 "nonbeech"
"719" 2674746.328125 5982513.984375 "nonbeech"
"720" 2674757.109375 5982513.984375 "nonbeech"
"721" 2674767.890625 5982513.984375 "nonbeech"
"722" 2674778.671875 5982513.984375 "nonbeech"
"723" 2674789.453125 5982513.984375 "nonbeech"
"724" 2674800.234375 5982513.984375 "nonbeech"
"725" 2674811.015625 5982513.984375 "nonbeech"
"726" 2674821.796875 5982513.984375 "nonbeech"
"727" 2674832.578125 5982513.984375 "beech"
"728" 2674843.359375 5982513.984375 "beech"
"729" 2674854.140625 5982513.984375 "beech"
"730" 2674864.921875 5982513.984375 "beech"
"731" 2674875.703125 5982513.984375 "beech"
"732" 2674886.484375 5982513.984375 "beech"
"733" 2674897.265625 5982513.984375 "beech"
"734" 2674908.046875 5982513.984375 "beech"
"735" 2674918.828125 5982513.984375 "beech"
"736" 2674929.609375 5982513.984375 "beech"
"737" 2674940.390625 5982513.984375 "beech"
"738" 2674951.171875 5982513.984375 "beech"
"739" 2674961.953125 5982513.984375 "nonbeech"
"740" 2674972.734375 5982513.984375 "nonbeech"
"741" 2674983.515625 5982513.984375 "nonbeech"
"742" 2674994.296875 5982513.984375 "beech"
"743" 2675005.078125 5982513.984375 "beech"
"744" 2675015.859375 5982513.984375 "beech"
"745" 2675026.640625 5982513.984375 "beech"
"746" 2675037.421875 5982513.984375 "beech"
"747" 2675048.203125 5982513.984375 "beech"
"748" 2675058.984375 5982513.984375 "beech"
"749" 2675069.765625 5982513.984375 "beech"
"750" 2675080.546875 5982513.984375 "beech"
"751" 2675091.328125 5982513.984375 "beech"
"752" 2675102.109375 5982513.984375 "beech"
"753" 2675112.890625 5982513.984375 "beech"
"754" 2675123.671875 5982513.984375 "beech"
"755" 2675134.453125 5982513.984375 "beech"
"756" 2675145.234375 5982513.984375 "beech"
"757" 2675156.015625 5982513.984375 "beech"
"758" 2675166.796875 5982513.984375 "beech"
"759" 2675177.578125 5982513.984375 "beech"
"760" 2675188.359375 5982513.984375 "beech"
"761" 2675199.140625 5982513.984375 "beech"
"762" 2675209.921875 5982513.984375 "beech"
"763" 2675220.703125 5982513.984375 "beech"
"764" 2675231.484375 5982513.984375 "beech"
"765" 2675242.265625 5982513.984375 "beech"
"766" 2675253.046875 5982513.984375 "beech"
"767" 2675263.828125 5982513.984375 "beech"
"768" 2675274.609375 5982513.984375 "beech"
"769" 2674595.390625 5982524.765625 "nonbeech"
"770" 2674606.171875 5982524.765625 "nonbeech"
"771" 2674616.953125 5982524.765625 "nonbeech"
"772" 2674627.734375 5982524.765625 "nonbeech"
"773" 2674638.515625 5982524.765625 "nonbeech"
"774" 2674649.296875 5982524.765625 "nonbeech"
"775" 2674660.078125 5982524.765625 "nonbeech"
"776" 2674670.859375 5982524.765625 "nonbeech"
"780" 2674713.984375 5982524.765625 "nonbeech"
"781" 2674724.765625 5982524.765625 "nonbeech"
"782" 2674735.546875 5982524.765625 "nonbeech"
"783" 2674746.328125 5982524.765625 "nonbeech"
"784" 2674757.109375 5982524.765625 "nonbeech"
"785" 2674767.890625 5982524.765625 "nonbeech"
"786" 2674778.671875 5982524.765625 "nonbeech"
"787" 2674789.453125 5982524.765625 "nonbeech"
"788" 2674800.234375 5982524.765625 "nonbeech"
"789" 2674811.015625 5982524.765625 "nonbeech"
"790" 2674821.796875 5982524.765625 "nonbeech"
"791" 2674832.578125 5982524.765625 "beech"
"792" 2674843.359375 5982524.765625 "beech"
"793" 2674854.140625 5982524.765625 "beech"
"794" 2674864.921875 5982524.765625 "beech"
"795" 2674875.703125 5982524.765625 "beech"
"796" 2674886.484375 5982524.765625 "beech"
"797" 2674897.265625 5982524.765625 "beech"
"798" 2674908.046875 5982524.765625 "beech"
"799" 2674918.828125 5982524.765625 "beech"
"800" 2674929.609375 5982524.765625 "beech"
"801" 2674940.390625 5982524.765625 "beech"
"802" 2674951.171875 5982524.765625 "nonbeech"
"803" 2674961.953125 5982524.765625 "nonbeech"
"804" 2674972.734375 5982524.765625 "nonbeech"
"805" 2674983.515625 5982524.765625 "beech"
"806" 2674994.296875 5982524.765625 "beech"
"807" 2675005.078125 5982524.765625 "beech"
"808" 2675015.859375 5982524.765625 "beech"
"809" 2675026.640625 5982524.765625 "beech"
"810" 2675037.421875 5982524.765625 "beech"
"811" 2675048.203125 5982524.765625 "beech"
"812" 2675058.984375 5982524.765625 "beech"
"813" 2675069.765625 5982524.765625 "beech"
"814" 2675080.546875 5982524.765625 "beech"
"815" 2675091.328125 5982524.765625 "beech"
"816" 2675102.109375 5982524.765625 "beech"
"817" 2675112.890625 5982524.765625 "beech"
"818" 2675123.671875 5982524.765625 "beech"
"819" 2675134.453125 5982524.765625 "beech"
"820" 2675145.234375 5982524.765625 "beech"
"821" 2675156.015625 5982524.765625 "beech"
"822" 2675166.796875 5982524.765625 "beech"
"823" 2675177.578125 5982524.765625 "beech"
"824" 2675188.359375 5982524.765625 "beech"
"825" 2675199.140625 5982524.765625 "beech"
"826" 2675209.921875 5982524.765625 "beech"
"827" 2675220.703125 5982524.765625 "beech"
"828" 2675231.484375 5982524.765625 "beech"
"829" 2675242.265625 5982524.765625 "beech"
"830" 2675253.046875 5982524.765625 "beech"
"831" 2675263.828125 5982524.765625 "beech"
"832" 2675274.609375 5982524.765625 "beech"
"833" 2674595.390625 5982535.546875 "nonbeech"
"834" 2674606.171875 5982535.546875 "nonbeech"
"835" 2674616.953125 5982535.546875 "nonbeech"
"836" 2674627.734375 5982535.546875 "nonbeech"
"837" 2674638.515625 5982535.546875 "nonbeech"
"838" 2674649.296875 5982535.546875 "nonbeech"
"843" 2674703.203125 5982535.546875 "nonbeech"
"844" 2674713.984375 5982535.546875 "nonbeech"
"845" 2674724.765625 5982535.546875 "nonbeech"
"846" 2674735.546875 5982535.546875 "nonbeech"
"847" 2674746.328125 5982535.546875 "nonbeech"
"848" 2674757.109375 5982535.546875 "nonbeech"
"849" 2674767.890625 5982535.546875 "nonbeech"
"850" 2674778.671875 5982535.546875 "nonbeech"
"851" 2674789.453125 5982535.546875 "nonbeech"
"852" 2674800.234375 5982535.546875 "nonbeech"
"853" 2674811.015625 5982535.546875 "nonbeech"
"854" 2674821.796875 5982535.546875 "nonbeech"
"855" 2674832.578125 5982535.546875 "nonbeech"
"856" 2674843.359375 5982535.546875 "beech"
"857" 2674854.140625 5982535.546875 "beech"
"858" 2674864.921875 5982535.546875 "beech"
"859" 2674875.703125 5982535.546875 "beech"
"860" 2674886.484375 5982535.546875 "beech"
"861" 2674897.265625 5982535.546875 "beech"
"862" 2674908.046875 5982535.546875 "beech"
"863" 2674918.828125 5982535.546875 "beech"
"864" 2674929.609375 5982535.546875 "beech"
"865" 2674940.390625 5982535.546875 "nonbeech"
"866" 2674951.171875 5982535.546875 "nonbeech"
"867" 2674961.953125 5982535.546875 "nonbeech"
"868" 2674972.734375 5982535.546875 "beech"
"869" 2674983.515625 5982535.546875 "beech"
"870" 2674994.296875 5982535.546875 "beech"
"871" 2675005.078125 5982535.546875 "beech"
"872" 2675015.859375 5982535.546875 "beech"
"873" 2675026.640625 5982535.546875 "beech"
"874" 2675037.421875 5982535.546875 "beech"
"875" 2675048.203125 5982535.546875 "beech"
"876" 2675058.984375 5982535.546875 "beech"
"877" 2675069.765625 5982535.546875 "beech"
"878" 2675080.546875 5982535.546875 "beech"
"879" 2675091.328125 5982535.546875 "beech"
"880" 2675102.109375 5982535.546875 "beech"
"881" 2675112.890625 5982535.546875 "beech"
"882" 2675123.671875 5982535.546875 "beech"
"883" 2675134.453125 5982535.546875 "beech"
"884" 2675145.234375 5982535.546875 "beech"
"885" 2675156.015625 5982535.546875 "beech"
"886" 2675166.796875 5982535.546875 "beech"
"887" 2675177.578125 5982535.546875 "beech"
"888" 2675188.359375 5982535.546875 "beech"
"889" 2675199.140625 5982535.546875 "beech"
"890" 2675209.921875 5982535.546875 "beech"
"891" 2675220.703125 5982535.546875 "beech"
"892" 2675231.484375 5982535.546875 "beech"
"893" 2675242.265625 5982535.546875 "beech"
"894" 2675253.046875 5982535.546875 "beech"
"895" 2675263.828125 5982535.546875 "beech"
"896" 2675274.609375 5982535.546875 "beech"
"897" 2674595.390625 5982546.328125 "nonbeech"
"898" 2674606.171875 5982546.328125 "nonbeech"
"899" 2674616.953125 5982546.328125 "nonbeech"
"900" 2674627.734375 5982546.328125 "nonbeech"
"901" 2674638.515625 5982546.328125 "nonbeech"
"907" 2674703.203125 5982546.328125 "nonbeech"
"908" 2674713.984375 5982546.328125 "nonbeech"
"909" 2674724.765625 5982546.328125 "nonbeech"
"910" 2674735.546875 5982546.328125 "nonbeech"
"911" 2674746.328125 5982546.328125 "nonbeech"
"912" 2674757.109375 5982546.328125 "nonbeech"
"913" 2674767.890625 5982546.328125 "nonbeech"
"914" 2674778.671875 5982546.328125 "nonbeech"
"915" 2674789.453125 5982546.328125 "nonbeech"
"916" 2674800.234375 5982546.328125 "nonbeech"
"917" 2674811.015625 5982546.328125 "nonbeech"
"918" 2674821.796875 5982546.328125 "nonbeech"
"919" 2674832.578125 5982546.328125 "nonbeech"
"920" 2674843.359375 5982546.328125 "nonbeech"
"921" 2674854.140625 5982546.328125 "beech"
"922" 2674864.921875 5982546.328125 "beech"
"923" 2674875.703125 5982546.328125 "beech"
"924" 2674886.484375 5982546.328125 "beech"
"925" 2674897.265625 5982546.328125 "beech"
"926" 2674908.046875 5982546.328125 "beech"
"927" 2674918.828125 5982546.328125 "beech"
"928" 2674929.609375 5982546.328125 "nonbeech"
"929" 2674940.390625 5982546.328125 "nonbeech"
"930" 2674951.171875 5982546.328125 "nonbeech"
"931" 2674961.953125 5982546.328125 "beech"
"932" 2674972.734375 5982546.328125 "beech"
"933" 2674983.515625 5982546.328125 "beech"
"934" 2674994.296875 5982546.328125 "beech"
"935" 2675005.078125 5982546.328125 "beech"
"936" 2675015.859375 5982546.328125 "beech"
"937" 2675026.640625 5982546.328125 "beech"
"938" 2675037.421875 5982546.328125 "beech"
"939" 2675048.203125 5982546.328125 "beech"
"940" 2675058.984375 5982546.328125 "beech"
"941" 2675069.765625 5982546.328125 "beech"
"942" 2675080.546875 5982546.328125 "nonbeech"
"943" 2675091.328125 5982546.328125 "beech"
"944" 2675102.109375 5982546.328125 "beech"
"945" 2675112.890625 5982546.328125 "beech"
"946" 2675123.671875 5982546.328125 "beech"
"947" 2675134.453125 5982546.328125 "beech"
"948" 2675145.234375 5982546.328125 "beech"
"949" 2675156.015625 5982546.328125 "beech"
"950" 2675166.796875 5982546.328125 "beech"
"951" 2675177.578125 5982546.328125 "beech"
"952" 2675188.359375 5982546.328125 "beech"
"953" 2675199.140625 5982546.328125 "beech"
"954" 2675209.921875 5982546.328125 "beech"
"955" 2675220.703125 5982546.328125 "beech"
"956" 2675231.484375 5982546.328125 "beech"
"957" 2675242.265625 5982546.328125 "beech"
"958" 2675253.046875 5982546.328125 "beech"
"959" 2675263.828125 5982546.328125 "beech"
"960" 2675274.609375 5982546.328125 "beech"
"970" 2674692.421875 5982557.109375 "nonbeech"
"971" 2674703.203125 5982557.109375 "nonbeech"
"972" 2674713.984375 5982557.109375 "nonbeech"
"973" 2674724.765625 5982557.109375 "nonbeech"
"974" 2674735.546875 5982557.109375 "nonbeech"
"975" 2674746.328125 5982557.109375 "nonbeech"
"976" 2674757.109375 5982557.109375 "nonbeech"
"977" 2674767.890625 5982557.109375 "nonbeech"
"978" 2674778.671875 5982557.109375 "nonbeech"
"979" 2674789.453125 5982557.109375 "nonbeech"
"980" 2674800.234375 5982557.109375 "nonbeech"
"981" 2674811.015625 5982557.109375 "nonbeech"
"982" 2674821.796875 5982557.109375 "nonbeech"
"983" 2674832.578125 5982557.109375 "nonbeech"
"984" 2674843.359375 5982557.109375 "nonbeech"
"985" 2674854.140625 5982557.109375 "nonbeech"
"986" 2674864.921875 5982557.109375 "nonbeech"
"987" 2674875.703125 5982557.109375 "nonbeech"
"988" 2674886.484375 5982557.109375 "nonbeech"
"989" 2674897.265625 5982557.109375 "nonbeech"
"990" 2674908.046875 5982557.109375 "nonbeech"
"991" 2674918.828125 5982557.109375 "nonbeech"
"992" 2674929.609375 5982557.109375 "nonbeech"
"993" 2674940.390625 5982557.109375 "nonbeech"
"994" 2674951.171875 5982557.109375 "nonbeech"
"995" 2674961.953125 5982557.109375 "beech"
"996" 2674972.734375 5982557.109375 "beech"
"997" 2674983.515625 5982557.109375 "beech"
"998" 2674994.296875 5982557.109375 "nonbeech"
"999" 2675005.078125 5982557.109375 "nonbeech"
"1000" 2675015.859375 5982557.109375 "nonbeech"
"1001" 2675026.640625 5982557.109375 "nonbeech"
"1002" 2675037.421875 5982557.109375 "nonbeech"
"1003" 2675048.203125 5982557.109375 "nonbeech"
"1004" 2675058.984375 5982557.109375 "nonbeech"
"1005" 2675069.765625 5982557.109375 "nonbeech"
"1006" 2675080.546875 5982557.109375 "nonbeech"
"1007" 2675091.328125 5982557.109375 "beech"
"1008" 2675102.109375 5982557.109375 "beech"
"1009" 2675112.890625 5982557.109375 "beech"
"1010" 2675123.671875 5982557.109375 "beech"
"1011" 2675134.453125 5982557.109375 "beech"
"1012" 2675145.234375 5982557.109375 "beech"
"1013" 2675156.015625 5982557.109375 "beech"
"1014" 2675166.796875 5982557.109375 "beech"
"1015" 2675177.578125 5982557.109375 "beech"
"1016" 2675188.359375 5982557.109375 "beech"
"1017" 2675199.140625 5982557.109375 "beech"
"1018" 2675209.921875 5982557.109375 "beech"
"1019" 2675220.703125 5982557.109375 "beech"
"1020" 2675231.484375 5982557.109375 "beech"
"1021" 2675242.265625 5982557.109375 "beech"
"1022" 2675253.046875 5982557.109375 "beech"
"1023" 2675263.828125 5982557.109375 "beech"
"1024" 2675274.609375 5982557.109375 "beech"
"1033" 2674681.640625 5982567.890625 "nonbeech"
"1034" 2674692.421875 5982567.890625 "nonbeech"
"1035" 2674703.203125 5982567.890625 "nonbeech"
"1036" 2674713.984375 5982567.890625 "nonbeech"
"1037" 2674724.765625 5982567.890625 "nonbeech"
"1038" 2674735.546875 5982567.890625 "nonbeech"
"1039" 2674746.328125 5982567.890625 "nonbeech"
"1040" 2674757.109375 5982567.890625 "nonbeech"
"1041" 2674767.890625 5982567.890625 "nonbeech"
"1042" 2674778.671875 5982567.890625 "nonbeech"
"1043" 2674789.453125 5982567.890625 "nonbeech"
"1044" 2674800.234375 5982567.890625 "nonbeech"
"1045" 2674811.015625 5982567.890625 "nonbeech"
"1046" 2674821.796875 5982567.890625 "nonbeech"
"1047" 2674832.578125 5982567.890625 "nonbeech"
"1048" 2674843.359375 5982567.890625 "nonbeech"
"1049" 2674854.140625 5982567.890625 "nonbeech"
"1050" 2674864.921875 5982567.890625 "nonbeech"
"1051" 2674875.703125 5982567.890625 "nonbeech"
"1052" 2674886.484375 5982567.890625 "nonbeech"
"1053" 2674897.265625 5982567.890625 "nonbeech"
"1054" 2674908.046875 5982567.890625 "nonbeech"
"1055" 2674918.828125 5982567.890625 "nonbeech"
"1056" 2674929.609375 5982567.890625 "nonbeech"
"1057" 2674940.390625 5982567.890625 "nonbeech"
"1058" 2674951.171875 5982567.890625 "nonbeech"
"1059" 2674961.953125 5982567.890625 "nonbeech"
"1060" 2674972.734375 5982567.890625 "nonbeech"
"1061" 2674983.515625 5982567.890625 "nonbeech"
"1062" 2674994.296875 5982567.890625 "nonbeech"
"1063" 2675005.078125 5982567.890625 "nonbeech"
"1064" 2675015.859375 5982567.890625 "nonbeech"
"1065" 2675026.640625 5982567.890625 "nonbeech"
"1066" 2675037.421875 5982567.890625 "nonbeech"
"1067" 2675048.203125 5982567.890625 "nonbeech"
"1068" 2675058.984375 5982567.890625 "nonbeech"
"1069" 2675069.765625 5982567.890625 "nonbeech"
"1070" 2675080.546875 5982567.890625 "nonbeech"
"1071" 2675091.328125 5982567.890625 "nonbeech"
"1072" 2675102.109375 5982567.890625 "beech"
"1073" 2675112.890625 5982567.890625 "beech"
"1074" 2675123.671875 5982567.890625 "beech"
"1075" 2675134.453125 5982567.890625 "beech"
"1076" 2675145.234375 5982567.890625 "beech"
"1077" 2675156.015625 5982567.890625 "beech"
"1078" 2675166.796875 5982567.890625 "beech"
"1079" 2675177.578125 5982567.890625 "beech"
"1080" 2675188.359375 5982567.890625 "beech"
"1081" 2675199.140625 5982567.890625 "beech"
"1082" 2675209.921875 5982567.890625 "beech"
"1083" 2675220.703125 5982567.890625 "beech"
"1084" 2675231.484375 5982567.890625 "beech"
"1085" 2675242.265625 5982567.890625 "beech"
"1086" 2675253.046875 5982567.890625 "beech"
"1087" 2675263.828125 5982567.890625 "beech"
"1088" 2675274.609375 5982567.890625 "beech"
"1097" 2674681.640625 5982578.671875 "nonbeech"
"1098" 2674692.421875 5982578.671875 "nonbeech"
"1099" 2674703.203125 5982578.671875 "nonbeech"
"1100" 2674713.984375 5982578.671875 "nonbeech"
"1101" 2674724.765625 5982578.671875 "nonbeech"
"1102" 2674735.546875 5982578.671875 "nonbeech"
"1103" 2674746.328125 5982578.671875 "nonbeech"
"1104" 2674757.109375 5982578.671875 "nonbeech"
"1105" 2674767.890625 5982578.671875 "nonbeech"
"1106" 2674778.671875 5982578.671875 "nonbeech"
"1107" 2674789.453125 5982578.671875 "nonbeech"
"1108" 2674800.234375 5982578.671875 "nonbeech"
"1109" 2674811.015625 5982578.671875 "nonbeech"
"1110" 2674821.796875 5982578.671875 "nonbeech"
"1111" 2674832.578125 5982578.671875 "nonbeech"
"1112" 2674843.359375 5982578.671875 "nonbeech"
"1113" 2674854.140625 5982578.671875 "nonbeech"
"1114" 2674864.921875 5982578.671875 "nonbeech"
"1115" 2674875.703125 5982578.671875 "nonbeech"
"1116" 2674886.484375 5982578.671875 "nonbeech"
"1117" 2674897.265625 5982578.671875 "nonbeech"
"1118" 2674908.046875 5982578.671875 "nonbeech"
"1119" 2674918.828125 5982578.671875 "nonbeech"
"1120" 2674929.609375 5982578.671875 "nonbeech"
"1121" 2674940.390625 5982578.671875 "nonbeech"
"1122" 2674951.171875 5982578.671875 "nonbeech"
"1123" 2674961.953125 5982578.671875 "nonbeech"
"1124" 2674972.734375 5982578.671875 "nonbeech"
"1125" 2674983.515625 5982578.671875 "nonbeech"
"1126" 2674994.296875 5982578.671875 "nonbeech"
"1127" 2675005.078125 5982578.671875 "nonbeech"
"1128" 2675015.859375 5982578.671875 "nonbeech"
"1129" 2675026.640625 5982578.671875 "nonbeech"
"1130" 2675037.421875 5982578.671875 "nonbeech"
"1131" 2675048.203125 5982578.671875 "nonbeech"
"1132" 2675058.984375 5982578.671875 "nonbeech"
"1133" 2675069.765625 5982578.671875 "nonbeech"
"1134" 2675080.546875 5982578.671875 "nonbeech"
"1135" 2675091.328125 5982578.671875 "nonbeech"
"1136" 2675102.109375 5982578.671875 "nonbeech"
"1137" 2675112.890625 5982578.671875 "beech"
"1138" 2675123.671875 5982578.671875 "beech"
"1139" 2675134.453125 5982578.671875 "beech"
"1140" 2675145.234375 5982578.671875 "beech"
"1141" 2675156.015625 5982578.671875 "beech"
"1142" 2675166.796875 5982578.671875 "beech"
"1143" 2675177.578125 5982578.671875 "beech"
"1144" 2675188.359375 5982578.671875 "beech"
"1145" 2675199.140625 5982578.671875 "beech"
"1146" 2675209.921875 5982578.671875 "beech"
"1147" 2675220.703125 5982578.671875 "beech"
"1148" 2675231.484375 5982578.671875 "beech"
"1149" 2675242.265625 5982578.671875 "beech"
"1150" 2675253.046875 5982578.671875 "beech"
"1151" 2675263.828125 5982578.671875 "beech"
"1152" 2675274.609375 5982578.671875 "beech"
"1162" 2674692.421875 5982589.453125 "nonbeech"
"1163" 2674703.203125 5982589.453125 "nonbeech"
"1164" 2674713.984375 5982589.453125 "nonbeech"
"1165" 2674724.765625 5982589.453125 "nonbeech"
"1166" 2674735.546875 5982589.453125 "nonbeech"
"1167" 2674746.328125 5982589.453125 "nonbeech"
"1168" 2674757.109375 5982589.453125 "nonbeech"
"1169" 2674767.890625 5982589.453125 "nonbeech"
"1170" 2674778.671875 5982589.453125 "nonbeech"
"1171" 2674789.453125 5982589.453125 "nonbeech"
"1172" 2674800.234375 5982589.453125 "nonbeech"
"1173" 2674811.015625 5982589.453125 "nonbeech"
"1174" 2674821.796875 5982589.453125 "nonbeech"
"1175" 2674832.578125 5982589.453125 "nonbeech"
"1176" 2674843.359375 5982589.453125 "nonbeech"
"1177" 2674854.140625 5982589.453125 "nonbeech"
"1178" 2674864.921875 5982589.453125 "nonbeech"
"1179" 2674875.703125 5982589.453125 "nonbeech"
"1180" 2674886.484375 5982589.453125 "nonbeech"
"1181" 2674897.265625 5982589.453125 "nonbeech"
"1182" 2674908.046875 5982589.453125 "nonbeech"
"1183" 2674918.828125 5982589.453125 "nonbeech"
"1184" 2674929.609375 5982589.453125 "nonbeech"
"1185" 2674940.390625 5982589.453125 "nonbeech"
"1186" 2674951.171875 5982589.453125 "nonbeech"
"1187" 2674961.953125 5982589.453125 "nonbeech"
"1188" 2674972.734375 5982589.453125 "nonbeech"
"1189" 2674983.515625 5982589.453125 "nonbeech"
"1190" 2674994.296875 5982589.453125 "nonbeech"
"1191" 2675005.078125 5982589.453125 "nonbeech"
"1192" 2675015.859375 5982589.453125 "nonbeech"
"1193" 2675026.640625 5982589.453125 "nonbeech"
"1194" 2675037.421875 5982589.453125 "nonbeech"
"1195" 2675048.203125 5982589.453125 "nonbeech"
"1196" 2675058.984375 5982589.453125 "nonbeech"
"1197" 2675069.765625 5982589.453125 "nonbeech"
"1198" 2675080.546875 5982589.453125 "nonbeech"
"1199" 2675091.328125 5982589.453125 "nonbeech"
"1200" 2675102.109375 5982589.453125 "nonbeech"
"1201" 2675112.890625 5982589.453125 "nonbeech"
"1202" 2675123.671875 5982589.453125 "beech"
"1203" 2675134.453125 5982589.453125 "beech"
"1204" 2675145.234375 5982589.453125 "beech"
"1205" 2675156.015625 5982589.453125 "beech"
"1206" 2675166.796875 5982589.453125 "beech"
"1207" 2675177.578125 5982589.453125 "beech"
"1208" 2675188.359375 5982589.453125 "beech"
"1209" 2675199.140625 5982589.453125 "beech"
"1210" 2675209.921875 5982589.453125 "beech"
"1211" 2675220.703125 5982589.453125 "beech"
"1212" 2675231.484375 5982589.453125 "beech"
"1213" 2675242.265625 5982589.453125 "beech"
"1214" 2675253.046875 5982589.453125 "beech"
"1215" 2675263.828125 5982589.453125 "beech"
"1216" 2675274.609375 5982589.453125 "beech"
"1226" 2674692.421875 5982600.234375 "nonbeech"
"1227" 2674703.203125 5982600.234375 "nonbeech"
"1228" 2674713.984375 5982600.234375 "nonbeech"
"1229" 2674724.765625 5982600.234375 "nonbeech"
"1230" 2674735.546875 5982600.234375 "nonbeech"
"1231" 2674746.328125 5982600.234375 "nonbeech"
"1232" 2674757.109375 5982600.234375 "nonbeech"
"1233" 2674767.890625 5982600.234375 "nonbeech"
"1234" 2674778.671875 5982600.234375 "nonbeech"
"1235" 2674789.453125 5982600.234375 "nonbeech"
"1236" 2674800.234375 5982600.234375 "nonbeech"
"1237" 2674811.015625 5982600.234375 "nonbeech"
"1238" 2674821.796875 5982600.234375 "nonbeech"
"1239" 2674832.578125 5982600.234375 "nonbeech"
"1240" 2674843.359375 5982600.234375 "nonbeech"
"1241" 2674854.140625 5982600.234375 "nonbeech"
"1242" 2674864.921875 5982600.234375 "nonbeech"
"1243" 2674875.703125 5982600.234375 "nonbeech"
"1244" 2674886.484375 5982600.234375 "nonbeech"
"1245" 2674897.265625 5982600.234375 "nonbeech"
"1246" 2674908.046875 5982600.234375 "nonbeech"
"1247" 2674918.828125 5982600.234375 "nonbeech"
"1248" 2674929.609375 5982600.234375 "nonbeech"
"1249" 2674940.390625 5982600.234375 "nonbeech"
"1250" 2674951.171875 5982600.234375 "nonbeech"
"1251" 2674961.953125 5982600.234375 "nonbeech"
"1252" 2674972.734375 5982600.234375 "nonbeech"
"1253" 2674983.515625 5982600.234375 "nonbeech"
"1254" 2674994.296875 5982600.234375 "nonbeech"
"1255" 2675005.078125 5982600.234375 "nonbeech"
"1256" 2675015.859375 5982600.234375 "nonbeech"
"1257" 2675026.640625 5982600.234375 "nonbeech"
"1258" 2675037.421875 5982600.234375 "nonbeech"
"1259" 2675048.203125 5982600.234375 "nonbeech"
"1260" 2675058.984375 5982600.234375 "nonbeech"
"1261" 2675069.765625 5982600.234375 "nonbeech"
"1262" 2675080.546875 5982600.234375 "nonbeech"
"1263" 2675091.328125 5982600.234375 "nonbeech"
"1264" 2675102.109375 5982600.234375 "nonbeech"
"1265" 2675112.890625 5982600.234375 "nonbeech"
"1266" 2675123.671875 5982600.234375 "beech"
"1267" 2675134.453125 5982600.234375 "beech"
"1268" 2675145.234375 5982600.234375 "beech"
"1269" 2675156.015625 5982600.234375 "beech"
"1270" 2675166.796875 5982600.234375 "beech"
"1271" 2675177.578125 5982600.234375 "beech"
"1272" 2675188.359375 5982600.234375 "beech"
"1273" 2675199.140625 5982600.234375 "beech"
"1274" 2675209.921875 5982600.234375 "beech"
"1275" 2675220.703125 5982600.234375 "beech"
"1276" 2675231.484375 5982600.234375 "beech"
"1277" 2675242.265625 5982600.234375 "beech"
"1278" 2675253.046875 5982600.234375 "beech"
"1279" 2675263.828125 5982600.234375 "nonbeech"
"1280" 2675274.609375 5982600.234375 "nonbeech"
"1290" 2674692.421875 5982611.015625 "nonbeech"
"1291" 2674703.203125 5982611.015625 "nonbeech"
"1292" 2674713.984375 5982611.015625 "nonbeech"
"1293" 2674724.765625 5982611.015625 "nonbeech"
"1294" 2674735.546875 5982611.015625 "nonbeech"
"1295" 2674746.328125 5982611.015625 "nonbeech"
"1296" 2674757.109375 5982611.015625 "nonbeech"
"1297" 2674767.890625 5982611.015625 "nonbeech"
"1298" 2674778.671875 5982611.015625 "nonbeech"
"1299" 2674789.453125 5982611.015625 "nonbeech"
"1300" 2674800.234375 5982611.015625 "nonbeech"
"1301" 2674811.015625 5982611.015625 "nonbeech"
"1302" 2674821.796875 5982611.015625 "nonbeech"
"1303" 2674832.578125 5982611.015625 "nonbeech"
"1304" 2674843.359375 5982611.015625 "nonbeech"
"1305" 2674854.140625 5982611.015625 "nonbeech"
"1306" 2674864.921875 5982611.015625 "nonbeech"
"1307" 2674875.703125 5982611.015625 "nonbeech"
"1308" 2674886.484375 5982611.015625 "nonbeech"
"1309" 2674897.265625 5982611.015625 "nonbeech"
"1310" 2674908.046875 5982611.015625 "nonbeech"
"1311" 2674918.828125 5982611.015625 "nonbeech"
"1312" 2674929.609375 5982611.015625 "nonbeech"
"1313" 2674940.390625 5982611.015625 "nonbeech"
"1314" 2674951.171875 5982611.015625 "nonbeech"
"1315" 2674961.953125 5982611.015625 "nonbeech"
